"Request__RequestParam__ParameterName","Request__RequestParam__ParameterValue","Results__Statistic","Results__UnitOfMeasure","Results__PublicTable","Results__UTCProductionTime","Results__NoteRef","Results__Dimensions__Name","Results__Dimensions__DataType","Results__Dimensions__IsValue","Results__Data__Code","Results__Data__GeoFips","Results__Data__GeoName","Results__Data__TimePeriod","Results__Data__CL_UNIT","Results__Data__UNIT_MULT","Results__Data__DataValue","Results__Notes__NoteRef","Results__Notes__NoteText"
"","","","","","","","","","","SAGDP2N-1","11000","District of Columbia","2017","Millions of current dollars","6","134299","",""
"","","","","","","","","","","SAGDP2N-1","11000","District of Columbia","2018","Millions of current dollars","6","141240","",""
"","","","","","","","","","","SAGDP2N-1","11000","District of Columbia","2019","Millions of current dollars","6","145171","",""
"","","","","","","","","","","SAGDP2N-1","11000","District of Columbia","2020","Millions of current dollars","6","146935","",""
"","","","","","","","","","","SAGDP2N-1","11000","District of Columbia","2021","Millions of current dollars","6","156140","",""
"","","","","","","","","","","SAGDP2N-1","11000","District of Columbia","2022","Millions of current dollars","6","165061","",""
"","","","","","","","","","","SAGDP2N-1","12000","Florida","2017","Millions of current dollars","6","1.01487e+006","",""
"","","","","","","","","","","SAGDP2N-1","12000","Florida","2018","Millions of current dollars","6","1.07209e+006","",""
"","","","","","","","","","","SAGDP2N-1","12000","Florida","2019","Millions of current dollars","6","1.12799e+006","",""
"","","","","","","","","","","SAGDP2N-1","12000","Florida","2020","Millions of current dollars","6","1.14013e+006","",""
"","","","","","","","","","","SAGDP2N-1","12000","Florida","2021","Millions of current dollars","6","1.29239e+006","",""
"","","","","","","","","","","SAGDP2N-1","12000","Florida","2022","Millions of current dollars","6","1.43907e+006","",""
"","","","","","","","","","","SAGDP2N-1","13000","Georgia","2017","Millions of current dollars","6","583543","",""
"","","","","","","","","","","SAGDP2N-1","13000","Georgia","2018","Millions of current dollars","6","612803","",""
"","","","","","","","","","","SAGDP2N-1","13000","Georgia","2019","Millions of current dollars","6","646939","",""
"","","","","","","","","","","SAGDP2N-1","13000","Georgia","2020","Millions of current dollars","6","637931","",""
"","","","","","","","","","","SAGDP2N-1","13000","Georgia","2021","Millions of current dollars","6","701606","",""
"","","","","","","","","","","SAGDP2N-1","13000","Georgia","2022","Millions of current dollars","6","767378","",""
"","","","","","","","","","","SAGDP2N-1","15000","Hawaii","2017","Millions of current dollars","6","87436.4","",""
"","","","","","","","","","","SAGDP2N-1","15000","Hawaii","2018","Millions of current dollars","6","90933.5","",""
"","","","","","","","","","","SAGDP2N-1","15000","Hawaii","2019","Millions of current dollars","6","93356.2","",""
"","","","","","","","","","","SAGDP2N-1","15000","Hawaii","2020","Millions of current dollars","6","84615.2","",""
"","","","","","","","","","","SAGDP2N-1","15000","Hawaii","2021","Millions of current dollars","6","93089.8","",""
"","","","","","","","","","","SAGDP2N-1","15000","Hawaii","2022","Millions of current dollars","6","101083","",""
"","","","","","","","","","","SAGDP2N-1","16000","Idaho","2017","Millions of current dollars","6","72935.1","",""
"","","","","","","","","","","SAGDP2N-1","16000","Idaho","2018","Millions of current dollars","6","79072.4","",""
"","","","","","","","","","","SAGDP2N-1","16000","Idaho","2019","Millions of current dollars","6","84550.2","",""
"","","","","","","","","","","SAGDP2N-1","16000","Idaho","2020","Millions of current dollars","6","88187.7","",""
"","","","","","","","","","","SAGDP2N-1","16000","Idaho","2021","Millions of current dollars","6","98792.8","",""
"","","","","","","","","","","SAGDP2N-1","16000","Idaho","2022","Millions of current dollars","6","110871","",""
"","","","","","","","","","","SAGDP2N-1","17000","Illinois","2017","Millions of current dollars","6","832827","",""
"","","","","","","","","","","SAGDP2N-1","17000","Illinois","2018","Millions of current dollars","6","871024","",""
"","","","","","","","","","","SAGDP2N-1","17000","Illinois","2019","Millions of current dollars","6","895800","",""
"","","","","","","","","","","SAGDP2N-1","17000","Illinois","2020","Millions of current dollars","6","860748","",""
"","","","","","","","","","","SAGDP2N-1","17000","Illinois","2021","Millions of current dollars","6","943993","",""
"","","","","","","","","","","SAGDP2N-1","17000","Illinois","2022","Millions of current dollars","6","1.02567e+006","",""
"","","","","","","","","","","SAGDP2N-1","18000","Indiana","2017","Millions of current dollars","6","357536","",""
"","","","","","","","","","","SAGDP2N-1","18000","Indiana","2018","Millions of current dollars","6","377377","",""
"","","","","","","","","","","SAGDP2N-1","18000","Indiana","2019","Millions of current dollars","6","385446","",""
"","","","","","","","","","","SAGDP2N-1","18000","Indiana","2020","Millions of current dollars","6","377901","",""
"","","","","","","","","","","SAGDP2N-1","18000","Indiana","2021","Millions of current dollars","6","422952","",""
"","","","","","","","","","","SAGDP2N-1","18000","Indiana","2022","Millions of current dollars","6","470324","",""
"","","","","","","","","","","SAGDP2N-1","19000","Iowa","2017","Millions of current dollars","6","187125","",""
"","","","","","","","","","","SAGDP2N-1","19000","Iowa","2018","Millions of current dollars","6","193155","",""
"","","","","","","","","","","SAGDP2N-1","19000","Iowa","2019","Millions of current dollars","6","196085","",""
"","","","","","","","","","","SAGDP2N-1","19000","Iowa","2020","Millions of current dollars","6","199447","",""
"","","","","","","","","","","SAGDP2N-1","19000","Iowa","2021","Millions of current dollars","6","220818","",""
"","","","","","","","","","","SAGDP2N-1","19000","Iowa","2022","Millions of current dollars","6","238342","",""
"","","","","","","","","","","SAGDP2N-1","20000","Kansas","2017","Millions of current dollars","6","166274","",""
"","","","","","","","","","","SAGDP2N-1","20000","Kansas","2018","Millions of current dollars","6","173373","",""
"","","","","","","","","","","SAGDP2N-1","20000","Kansas","2019","Millions of current dollars","6","176918","",""
"","","","","","","","","","","SAGDP2N-1","20000","Kansas","2020","Millions of current dollars","6","177721","",""
"","","","","","","","","","","SAGDP2N-1","20000","Kansas","2021","Millions of current dollars","6","191832","",""
"","","","","","","","","","","SAGDP2N-1","20000","Kansas","2022","Millions of current dollars","6","209326","",""
"","","","","","","","","","","SAGDP2N-1","21000","Kentucky","2017","Millions of current dollars","6","203564","",""
"","","","","","","","","","","SAGDP2N-1","21000","Kentucky","2018","Millions of current dollars","6","210509","",""
"","","","","","","","","","","SAGDP2N-1","21000","Kentucky","2019","Millions of current dollars","6","220683","",""
"","","","","","","","","","","SAGDP2N-1","21000","Kentucky","2020","Millions of current dollars","6","218755","",""
"","","","","","","","","","","SAGDP2N-1","21000","Kentucky","2021","Millions of current dollars","6","237926","",""
"","","","","","","","","","","SAGDP2N-1","21000","Kentucky","2022","Millions of current dollars","6","258981","",""
"","","","","","","","","","","SAGDP2N-1","22000","Louisiana","2017","Millions of current dollars","6","239831","",""
"","","","","","","","","","","SAGDP2N-1","22000","Louisiana","2018","Millions of current dollars","6","256444","",""
"","","","","","","","","","","SAGDP2N-1","22000","Louisiana","2019","Millions of current dollars","6","257097","",""
"","","","","","","","","","","SAGDP2N-1","22000","Louisiana","2020","Millions of current dollars","6","236136","",""
"","","","","","","","","","","SAGDP2N-1","22000","Louisiana","2021","Millions of current dollars","6","263163","",""
"","","","","","","","","","","SAGDP2N-1","22000","Louisiana","2022","Millions of current dollars","6","291952","",""
"","","","","","","","","","","SAGDP2N-1","23000","Maine","2017","Millions of current dollars","6","63000.6","",""
"","","","","","","","","","","SAGDP2N-1","23000","Maine","2018","Millions of current dollars","6","66216","",""
"","","","","","","","","","","SAGDP2N-1","23000","Maine","2019","Millions of current dollars","6","69298.2","",""
"","","","","","","","","","","SAGDP2N-1","23000","Maine","2020","Millions of current dollars","6","72091.6","",""
"","","","","","","","","","","SAGDP2N-1","23000","Maine","2021","Millions of current dollars","6","78918.4","",""
"","","","","","","","","","","SAGDP2N-1","23000","Maine","2022","Millions of current dollars","6","85801.2","",""
"","","","","","","","","","","SAGDP2N-1","24000","Maryland","2017","Millions of current dollars","6","399715","",""
"","","","","","","","","","","SAGDP2N-1","24000","Maryland","2018","Millions of current dollars","6","410772","",""
"","","","","","","","","","","SAGDP2N-1","24000","Maryland","2019","Millions of current dollars","6","419448","",""
"","","","","","","","","","","SAGDP2N-1","24000","Maryland","2020","Millions of current dollars","6","413418","",""
"","","","","","","","","","","SAGDP2N-1","24000","Maryland","2021","Millions of current dollars","6","446941","",""
"","","","","","","","","","","SAGDP2N-1","24000","Maryland","2022","Millions of current dollars","6","480113","",""
"","","","","","","","","","","SAGDP2N-1","25000","Massachusetts","2017","Millions of current dollars","6","530129","",""
"","","","","","","","","","","SAGDP2N-1","25000","Massachusetts","2018","Millions of current dollars","6","559605","",""
"","","","","","","","","","","SAGDP2N-1","25000","Massachusetts","2019","Millions of current dollars","6","588618","",""
"","","","","","","","","","","SAGDP2N-1","25000","Massachusetts","2020","Millions of current dollars","6","589033","",""
"","","","","","","","","","","SAGDP2N-1","25000","Massachusetts","2021","Millions of current dollars","6","645434","",""
"","","","","","","","","","","SAGDP2N-1","25000","Massachusetts","2022","Millions of current dollars","6","691461","",""
"","","","","","","","","","","SAGDP2N-1","26000","Michigan","2017","Millions of current dollars","6","505102","",""
"","","","","","","","","","","SAGDP2N-1","26000","Michigan","2018","Millions of current dollars","6","525241","",""
"","","","","","","","","","","SAGDP2N-1","26000","Michigan","2019","Millions of current dollars","6","536976","",""
"","","","","","","","","","","SAGDP2N-1","26000","Michigan","2020","Millions of current dollars","6","530231","",""
"","","","","","","","","","","SAGDP2N-1","26000","Michigan","2021","Millions of current dollars","6","576502","",""
"","","","","","","","","","","SAGDP2N-1","26000","Michigan","2022","Millions of current dollars","6","622563","",""
"","","","","","","","","","","SAGDP2N-1","27000","Minnesota","2017","Millions of current dollars","6","354722","",""
"","","","","","","","","","","SAGDP2N-1","27000","Minnesota","2018","Millions of current dollars","6","372439","",""
"","","","","","","","","","","SAGDP2N-1","27000","Minnesota","2019","Millions of current dollars","6","383962","",""
"","","","","","","","","","","SAGDP2N-1","27000","Minnesota","2020","Millions of current dollars","6","379439","",""
"","","","","","","","","","","SAGDP2N-1","27000","Minnesota","2021","Millions of current dollars","6","413063","",""
"","","","","","","","","","","SAGDP2N-1","27000","Minnesota","2022","Millions of current dollars","6","448032","",""
"","","","","","","","","","","SAGDP2N-1","28000","Mississippi","2017","Millions of current dollars","6","110281","",""
"","","","","","","","","","","SAGDP2N-1","28000","Mississippi","2018","Millions of current dollars","6","113166","",""
"","","","","","","","","","","SAGDP2N-1","28000","Mississippi","2019","Millions of current dollars","6","115442","",""
"","","","","","","","","","","SAGDP2N-1","28000","Mississippi","2020","Millions of current dollars","6","116193","",""
"","","","","","","","","","","SAGDP2N-1","28000","Mississippi","2021","Millions of current dollars","6","128365","",""
"","","","","","","","","","","SAGDP2N-1","28000","Mississippi","2022","Millions of current dollars","6","139976","",""
"","","","","","","","","","","SAGDP2N-1","29000","Missouri","2017","Millions of current dollars","6","311274","",""
"","","","","","","","","","","SAGDP2N-1","29000","Missouri","2018","Millions of current dollars","6","320452","",""
"","","","","","","","","","","SAGDP2N-1","29000","Missouri","2019","Millions of current dollars","6","334365","",""
"","","","","","","","","","","SAGDP2N-1","29000","Missouri","2020","Millions of current dollars","6","335278","",""
"","","","","","","","","","","SAGDP2N-1","29000","Missouri","2021","Millions of current dollars","6","365145","",""
"","","","","","","","","","","SAGDP2N-1","29000","Missouri","2022","Millions of current dollars","6","396890","",""
"","","","","","","","","","","SAGDP2N-1","30000","Montana","2017","Millions of current dollars","6","48470.5","",""
"","","","","","","","","","","SAGDP2N-1","30000","Montana","2018","Millions of current dollars","6","51152.1","",""
"","","","","","","","","","","SAGDP2N-1","30000","Montana","2019","Millions of current dollars","6","52772.5","",""
"","","","","","","","","","","SAGDP2N-1","30000","Montana","2020","Millions of current dollars","6","53130.7","",""
"","","","","","","","","","","SAGDP2N-1","30000","Montana","2021","Millions of current dollars","6","59996.7","",""
"","","","","","","","","","","SAGDP2N-1","30000","Montana","2022","Millions of current dollars","6","67071.9","",""
"","","","","","","","","","","SAGDP2N-1","31000","Nebraska","2017","Millions of current dollars","6","123220","",""
"","","","","","","","","","","SAGDP2N-1","31000","Nebraska","2018","Millions of current dollars","6","127954","",""
"","","","","","","","","","","SAGDP2N-1","31000","Nebraska","2019","Millions of current dollars","6","132741","",""
"","","","","","","","","","","SAGDP2N-1","31000","Nebraska","2020","Millions of current dollars","6","135285","",""
"","","","","","","","","","","SAGDP2N-1","31000","Nebraska","2021","Millions of current dollars","6","149360","",""
"","","","","","","","","","","SAGDP2N-1","31000","Nebraska","2022","Millions of current dollars","6","164934","",""
"","","","","","","","","","","SAGDP2N-1","32000","Nevada","2017","Millions of current dollars","6","163199","",""
"","","","","","","","","","","SAGDP2N-1","32000","Nevada","2018","Millions of current dollars","6","172548","",""
"","","","","","","","","","","SAGDP2N-1","32000","Nevada","2019","Millions of current dollars","6","184344","",""
"","","","","","","","","","","SAGDP2N-1","32000","Nevada","2020","Millions of current dollars","6","175982","",""
"","","","","","","","","","","SAGDP2N-1","32000","Nevada","2021","Millions of current dollars","6","200127","",""
"","","","","","","","","","","SAGDP2N-1","32000","Nevada","2022","Millions of current dollars","6","222939","",""
"","","","","","","","","","","SAGDP2N-1","33000","New Hampshire","2017","Millions of current dollars","6","81179.6","",""
"","","","","","","","","","","SAGDP2N-1","33000","New Hampshire","2018","Millions of current dollars","6","83859.4","",""
"","","","","","","","","","","SAGDP2N-1","33000","New Hampshire","2019","Millions of current dollars","6","87472","",""
"","","","","","","","","","","SAGDP2N-1","33000","New Hampshire","2020","Millions of current dollars","6","88589.4","",""
"","","","","","","","","","","SAGDP2N-1","33000","New Hampshire","2021","Millions of current dollars","6","99100","",""
"","","","","","","","","","","SAGDP2N-1","33000","New Hampshire","2022","Millions of current dollars","6","105025","",""
"","","","","","","","","","","SAGDP2N-1","34000","New Jersey","2017","Millions of current dollars","6","590087","",""
"","","","","","","","","","","SAGDP2N-1","34000","New Jersey","2018","Millions of current dollars","6","619340","",""
"","","","","","","","","","","SAGDP2N-1","34000","New Jersey","2019","Millions of current dollars","6","641878","",""
"","","","","","","","","","","SAGDP2N-1","34000","New Jersey","2020","Millions of current dollars","6","630213","",""
"","","","","","","","","","","SAGDP2N-1","34000","New Jersey","2021","Millions of current dollars","6","692227","",""
"","","","","","","","","","","SAGDP2N-1","34000","New Jersey","2022","Millions of current dollars","6","754948","",""
"","","","","","","","","","","SAGDP2N-1","35000","New Mexico","2017","Millions of current dollars","6","93210.1","",""
"","","","","","","","","","","SAGDP2N-1","35000","New Mexico","2018","Millions of current dollars","6","98838.2","",""
"","","","","","","","","","","SAGDP2N-1","35000","New Mexico","2019","Millions of current dollars","6","103869","",""
"","","","","","","","","","","SAGDP2N-1","35000","New Mexico","2020","Millions of current dollars","6","100435","",""
"","","","","","","","","","","SAGDP2N-1","35000","New Mexico","2021","Millions of current dollars","6","111731","",""
"","","","","","","","","","","SAGDP2N-1","35000","New Mexico","2022","Millions of current dollars","6","125541","",""
"","","","","","","","","","","SAGDP2N-1","36000","New York","2017","Millions of current dollars","6","1.6248e+006","",""
"","","","","","","","","","","SAGDP2N-1","36000","New York","2018","Millions of current dollars","6","1.71067e+006","",""
"","","","","","","","","","","SAGDP2N-1","36000","New York","2019","Millions of current dollars","6","1.79326e+006","",""
"","","","","","","","","","","SAGDP2N-1","36000","New York","2020","Millions of current dollars","6","1.76686e+006","",""
"","","","","","","","","","","SAGDP2N-1","36000","New York","2021","Millions of current dollars","6","1.91135e+006","",""
"","","","","","","","","","","SAGDP2N-1","36000","New York","2022","Millions of current dollars","6","2.0484e+006","",""
"","","","","","","","","","","SAGDP2N-1","37000","North Carolina","2017","Millions of current dollars","6","546810","",""
"","","","","","","","","","","SAGDP2N-1","37000","North Carolina","2018","Millions of current dollars","6","568037","",""
"","","","","","","","","","","SAGDP2N-1","37000","North Carolina","2019","Millions of current dollars","6","593127","",""
"","","","","","","","","","","SAGDP2N-1","37000","North Carolina","2020","Millions of current dollars","6","601149","",""
"","","","","","","","","","","SAGDP2N-1","37000","North Carolina","2021","Millions of current dollars","6","659529","",""
"","","","","","","","","","","SAGDP2N-1","37000","North Carolina","2022","Millions of current dollars","6","715968","",""
"","","","","","","","","","","SAGDP2N-1","38000","North Dakota","2017","Millions of current dollars","6","56530.2","",""
"","","","","","","","","","","SAGDP2N-1","38000","North Dakota","2018","Millions of current dollars","6","60377.1","",""
"","","","","","","","","","","SAGDP2N-1","38000","North Dakota","2019","Millions of current dollars","6","60516.3","",""
"","","","","","","","","","","SAGDP2N-1","38000","North Dakota","2020","Millions of current dollars","6","55347.6","",""
"","","","","","","","","","","SAGDP2N-1","38000","North Dakota","2021","Millions of current dollars","6","63208.6","",""
"","","","","","","","","","","SAGDP2N-1","38000","North Dakota","2022","Millions of current dollars","6","72651.3","",""
"","","","","","","","","","","SAGDP2N-1","39000","Ohio","2017","Millions of current dollars","6","652188","",""
"","","","","","","","","","","SAGDP2N-1","39000","Ohio","2018","Millions of current dollars","6","672540","",""
"","","","","","","","","","","SAGDP2N-1","39000","Ohio","2019","Millions of current dollars","6","703128","",""
"","","","","","","","","","","SAGDP2N-1","39000","Ohio","2020","Millions of current dollars","6","692122","",""
"","","","","","","","","","","SAGDP2N-1","39000","Ohio","2021","Millions of current dollars","6","759626","",""
"","","","","","","","","","","SAGDP2N-1","39000","Ohio","2022","Millions of current dollars","6","825990","",""
"","","","","","","","","","","SAGDP2N-1","40000","Oklahoma","2017","Millions of current dollars","6","192539","",""
"","","","","","","","","","","SAGDP2N-1","40000","Oklahoma","2018","Millions of current dollars","6","204194","",""
"","","","","","","","","","","SAGDP2N-1","40000","Oklahoma","2019","Millions of current dollars","6","205263","",""
"","","","","","","","","","","SAGDP2N-1","40000","Oklahoma","2020","Millions of current dollars","6","191654","",""
"","","","","","","","","","","SAGDP2N-1","40000","Oklahoma","2021","Millions of current dollars","6","217731","",""
"","","","","","","","","","","SAGDP2N-1","40000","Oklahoma","2022","Millions of current dollars","6","242739","",""
"","","","","","","","","","","SAGDP2N-1","41000","Oregon","2017","Millions of current dollars","6","225535","",""
"","","","","","","","","","","SAGDP2N-1","41000","Oregon","2018","Millions of current dollars","6","238467","",""
"","","","","","","","","","","SAGDP2N-1","41000","Oregon","2019","Millions of current dollars","6","248940","",""
"","","","","","","","","","","SAGDP2N-1","41000","Oregon","2020","Millions of current dollars","6","251856","",""
"","","","","","","","","","","SAGDP2N-1","41000","Oregon","2021","Millions of current dollars","6","275444","",""
"","","","","","","","","","","SAGDP2N-1","41000","Oregon","2022","Millions of current dollars","6","297309","",""
"","","","","","","","","","","SAGDP2N-1","42000","Pennsylvania","2017","Millions of current dollars","6","754318","",""
"","","","","","","","","","","SAGDP2N-1","42000","Pennsylvania","2018","Millions of current dollars","6","780621","",""
"","","","","","","","","","","SAGDP2N-1","42000","Pennsylvania","2019","Millions of current dollars","6","803078","",""
"","","","","","","","","","","SAGDP2N-1","42000","Pennsylvania","2020","Millions of current dollars","6","777427","",""
"","","","","","","","","","","SAGDP2N-1","42000","Pennsylvania","2021","Millions of current dollars","6","844392","",""
"","","","","","","","","","","SAGDP2N-1","42000","Pennsylvania","2022","Millions of current dollars","6","911813","",""
"","","","","","","","","","","SAGDP2N-1","44000","Rhode Island","2017","Millions of current dollars","6","58771.6","",""
"","","","","","","","","","","SAGDP2N-1","44000","Rhode Island","2018","Millions of current dollars","6","60064.9","",""
"","","","","","","","","","","SAGDP2N-1","44000","Rhode Island","2019","Millions of current dollars","6","62526.9","",""
"","","","","","","","","","","SAGDP2N-1","44000","Rhode Island","2020","Millions of current dollars","6","62054.2","",""
"","","","","","","","","","","SAGDP2N-1","44000","Rhode Island","2021","Millions of current dollars","6","67236.7","",""
"","","","","","","","","","","SAGDP2N-1","44000","Rhode Island","2022","Millions of current dollars","6","72771.4","",""
"","","","","","","","","","","SAGDP2N-1","45000","South Carolina","2017","Millions of current dollars","6","224938","",""
"","","","","","","","","","","SAGDP2N-1","45000","South Carolina","2018","Millions of current dollars","6","236562","",""
"","","","","","","","","","","SAGDP2N-1","45000","South Carolina","2019","Millions of current dollars","6","248047","",""
"","","","","","","","","","","SAGDP2N-1","45000","South Carolina","2020","Millions of current dollars","6","249482","",""
"","","","","","","","","","","SAGDP2N-1","45000","South Carolina","2021","Millions of current dollars","6","271495","",""
"","","","","","","","","","","SAGDP2N-1","45000","South Carolina","2022","Millions of current dollars","6","297546","",""
"","","","","","","","","","","SAGDP2N-1","46000","South Dakota","2017","Millions of current dollars","6","51615.1","",""
"","","","","","","","","","","SAGDP2N-1","46000","South Dakota","2018","Millions of current dollars","6","53349.5","",""
"","","","","","","","","","","SAGDP2N-1","46000","South Dakota","2019","Millions of current dollars","6","55007.4","",""
"","","","","","","","","","","SAGDP2N-1","46000","South Dakota","2020","Millions of current dollars","6","56162.9","",""
"","","","","","","","","","","SAGDP2N-1","46000","South Dakota","2021","Millions of current dollars","6","62607.1","",""
"","","","","","","","","","","SAGDP2N-1","46000","South Dakota","2022","Millions of current dollars","6","68781.7","",""
"","","","","","","","","","","SAGDP2N-1","47000","Tennessee","2017","Millions of current dollars","6","355418","",""
"","","","","","","","","","","SAGDP2N-1","47000","Tennessee","2018","Millions of current dollars","6","369713","",""
"","","","","","","","","","","SAGDP2N-1","47000","Tennessee","2019","Millions of current dollars","6","385820","",""
"","","","","","","","","","","SAGDP2N-1","47000","Tennessee","2020","Millions of current dollars","6","390173","",""
